Gap Name	Opp Segment	Opportunity	Deal Motion	Product Line	Product Area	Product Capability	Severity Score	Severity	Is Industry Gap	Is International Gap	Created By	Created Date	CI Notes Header	ACV Bin	Opportunity Stage 	Brainstorm	CI Notes	Opp Close Date	Functionality Requirement	Headliner Feature	Gap ID	Industry Specific Gap Detail	Available Capability	Pain point(s)	Proposed Solution	Country Specific Gap Detail	Opp Pipeline Stage	Gap Summary	Type of Gap	Gap Status	Opp ID	Acct Super Industry	# Gaps
PG-00012233	North America	Alignment Healthcare - Hiredscore	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition		3	Risk of Removal of SKU from Deal (3)	No	No	Scott Endo	01/29/2026	No CI Notes	ACV 0(K) to 300(K)	Open			20/04/2026	Feedback from the prospect states that they plan on growing 30% YoY in headcount and they are concerned that Workday Recruiting can support this growth effectively.	Recruiting User Interface does not support high volume	aTEVT0000003CKn4AM	 		Too many clicks to process candidates.	Utilize HiredScore to process candidates.		4- Pre-Close	Feedback is that Workday Recruiting's UI makes it difficult to process large volumes of candidates from a recruiter perspective. HiredScore was well received though and favored by the recruiters in the demo.	Feature	Open	006VT00000PE8KHYA1	Healthcare	1
PG-00012064	North America	Proofpoint - HS, CE, CEXP	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Interviews	4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Ashley Gonzalez	01/22/2026	No CI Notes	ACV 0(K) to 300(K)	Open			29/05/2026	At proofpoint, some teams leverage zoom; although the overall organization uses teams. They would like for paradox to be able to integrate with both in a single instance to accommodate this hybrid approach.	Proofpoint - Teams & Zoom for Interviews	aTEVT00000037wD4AQ	 		At proofpoint, some teams leverage zoom; although the overall organization uses teams. They would like for paradox to be able to integrate with both in a single instance to accommodate this hybrid approach.			5- Selected		Integration	Open	006VT00000cgw9mYAA	Technology & Media	1
PG-00011886	North America	Madison MEtro- REC	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Career Sites	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Trent Chupp	01/14/2026	No CI Notes	ACV 0(K) to 300(K)	Closed			28/08/2026	Neogov has public job descriptions on their career site. The public can access the job applications.	Using Neogov - Job Descriptions needed on career site.	aTEVT00000033J74AI	 		To do this in Workday it would require some sort of integration to a website with the job descriptions to be posted and kept up to date. Neogov delivers this for government customers.			50- Closed/Historical Data Only			Open	006VT00000hHFOTYA4	Public Sector	1
PG-00011885	North America	Goodwill Columbus (LDP HCM/Pay_1250 FSE)	Prospect - Land with Core	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Roger Cox	01/14/2026	No CI Notes	ACV 300(K) to 500(K)	Open			11/12/2026	Easy way to review one resume after another and status candidate	Resume Carousel	aTEVT00000033HV4AY	 		Time and Effort	Resume carousel to review a candidate and status and move to next seamlessly		3- Engage		Feature	Open	006VT00000ZSsirYAD	Non-Profit	1
PG-00011884	North America	Far Northern Regional Center - HCM/Pay/EXP	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidates and Prospects	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Roger Cox	01/14/2026	No CI Notes	ACV 0(K) to 300(K)	Open			24/07/2026	Easy way to review one resume after another and status candidate	Resume Carousel	aTEVT00000033Ft4AI	 		Time and Effort			5- Selected		Feature	Open	006VT00000ZidCnYAJ	Non-Profit	1
PG-00011881	North America	UMG Recordings - HiredScore & CEXP	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Job Requisitions	4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Jennifer Letner	01/14/2026	No CI Notes	ACV 300(K) to 500(K)	Open			19/11/2026	Recruiters need way to hold an In-Take Meeting with Hiring Manager before completing job requisition and posting job	Recruiter/Manager In-Take Meeting	aTEVT00000033B34AI	 		Recruiters need way to hold an In-Take Meeting with Hiring Manager before completing job requisition and posting job			6- Negotiate		Feature	Open	0064X00002SHgeIQAT	Technology & Media	1
PG-00011827	North America	Guild -- LDP: REC, HS, Paradox	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Job Postings	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Ryan Pollock	01/12/2026	No CI Notes	ACV 0(K) to 300(K)	Open			04/08/2026	Guild wants the ability to post requisitions to 3rd party job boards like LinkedIn, Indeed, ZipRecruiter directly within Recruiting rather than having to leverage a job board aggregator.	Free Job Postings to 3rd party job boards	aTEVT00000031lx4AA	 		Workday Recruit requires customers to post job boards via aggregators rather than individually select the job board it should go out to for free.  Not a major factor for Diligent, but a very nice to have.			0- Pre-qualify		Integration	Open	006VT00000j9i7xYAA	Technology & Media	1
PG-00011808	North America	Withum - LDP CE	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Interviews	3	Risk of Removal of SKU from Deal (3)	No	No	Jake McCurdy	01/09/2026	No CI Notes	ACV 0(K) to 300(K)	Won			27/01/2026	Allow Paradox to request candidate availability upfront and use it as an input for recruiters to confirm a final interview time with the interview team before sending a confirmed invite to the candidate.	Paradox: Request Candidate Availability Prior to Scheduling	aTEVT00000031HJ4AY	 		Candidates may select a time that appears available, but interviewers later decline. This results in rescheduling and a poor candidate experience. Recruiters want higher confidence that interview times are fully confirmed before notifying candidates	Offer an optional workflow where Paradox collects candidate availability first, enabling recruiters to coordinate and confirm a final time internally with interviewers before sending a confirmed interview invitation to the candidate.		9- Closed/Won			Open	006VT00000gZkCfYAK	Professional & Business Services	1
PG-00011771	North America	Hayward Industries, Inc. - MSG	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Communications and Notifications	3	Risk of Removal of SKU from Deal (3)	Yes	No	Shanty Sritharan	01/09/2026	No CI Notes	ACV 0(K) to 300(K)	Won			19/01/2026	Admins are not always on a desktop and need to be able to send SMS messaged directly to workers and candidates from their personal mobile devices.	Admins need to initiate SMS/text from a mobile device too.	aTEVT00000030LF4AY	Front line workers do not have access to desktops.  Admins are on the floor and need quick access to send SMS to workers via their phones not only desktops to reach these frontline workers.	Representative Capability is not in list	Admins are not always on a desktop and need to be able to send SMS messaged directly to workers and candidates from their personal mobile devices.			9- Closed/Won		Feature	Open	006VT00000ZMBofYAH	Manufacturing	1
PG-00011750	North America	TC Energy - AIREC	Core Customer - Expand with Non-Core	Talent Management	Talent Acquisition	Screening and Assessments	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Vandana Mehta	01/08/2026	No CI Notes	ACV 0(K) to 300(K)	Open			11/09/2026	Ability to use HS Spotlight grades for Candidate rating & Ranking in Core Recruiting	Ability to use HS Spotlight grades for Candidate rating & Ranking in Core Recruiting	aTEVT0000002znN4AQ	 		Slows down the screening process, as the HS grading does not take into additional criteria that may be required to short list the candidates	Enable HS Spotlight grades for Candidate rating & Ranking in Core Recruiting		3- Engage	Ability to use HS Spotlight grades for Candidate rating & Ranking in Core Recruiting	Feature	Open	006VT00000g4wweYAA	Energy & Utilities	1
PG-00011716	North America	Aspen One LDP: HCM, REC	Prospect - Land with Core	Talent Management	Talent Acquisition	Career Sites	3	Risk of Removal of SKU from Deal (3)	No	No	Patrick Calleo	01/07/2026	No CI Notes	ACV 500(K) to 5000(K)	Open			18/12/2026	No UI update, confusion on if they should use Paradox or Workday	Career site hasn't changed in 10 years since they last used Workday	aTEVT0000002yuX4AQ	 		confusion on if they should use Paradox or Workday	Paradox		3- Engage		Feature	Open	006VT00000MhwleYAB	Hospitality	1
PG-00011653	North America	County of Placer - REC	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Candidates and Prospects	3	Risk of Deal Loss (3)	No	No	Katie Forsman	12/30/2025	No CI Notes	ACV 0(K) to 300(K)	Lost			19/03/2026	They need candidates to be able to upload documents as requested or on an ad hoc basis. Candidates stay active on the eligible list for an extended period of time. During that time, they may have a status change that could impact their standing on the list. For example, an EMT-Basic may receive a Paramedic certification. Placer County does rolling eligibility so they need the candidate to be able to upload new attachments for consideration in the process.	Candidates - Ability to upload documents after submitting application	aTEVT0000002xGv4AI	 		Manual process. No ability to do this outside of a BP being triggered and the candidate receiving a questionnaire with the ability to upload a document. Has to be a manual process, only the recruiter has the ability to upload an attachment/document.			30- Closed/Lost to Competition		Feature	Open	006VT00000MLRJuYAP	Public Sector	1
PG-00011618	North America	DocuSign - Add Ons to renewal	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Communications and Notifications	4	Requires a 3rd Party Partner or Custom Solution (4)	No	No	Kelly Buckley	12/24/2025	No CI Notes	ACV 300(K) to 500(K)	Lost			05/03/2026	Dashboards tracking application experience and response rates, including Indeed and Glassdoor.	Dashboards tracking application experience and response rates, including Indeed and Glassdoor.	aTEVT0000002wMT4AY	 		Dashboards tracking application experience and response rates, including Indeed and Glassdoor.	Possibly Prism?		30- Closed/Lost to Competition		Feature	Open	006VT00000RidpKYAR	Technology & Media	1
PG-00011561	North America	Enjoin - Full Platform Split WW	Prospect - Land with Core	Talent Management	Talent Acquisition		5	Tolerable, but Requires Some Manual Effort (5)	No	No	Jack Zeifang	12/19/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			27/02/2026	Customer is worried with how they currently conduct interviews, that their managers need more guidance on what kinds of questions to ask that recruiters would provide them. They are experiencing severe drop-off in recruiting cycles because of candidates losing interest & believe the way they conduct interviews is playing big part in that.	Interview Feedback Question Tool	aTEVT0000002usX4AQ	 		Manual Effort in discovering what interview methods are best			31- Closed/Lost to Do Nothing		Feature	Open	006VT00000ht7UjYAI	Healthcare	1
PG-00011530	North America	BDA LDP: HCM, USP, GCP, BEN, CCB, AM, TT, TLO, ACM, REC, LRN	Prospect - Land with Core	Talent Management	Talent Acquisition	Interviews	3	Risk of Removal of SKU from Deal (3)	No	No	Kenny Green	12/18/2025	CI Notes	ACV 300(K) to 500(K)	Open		Greenhouse has a feature that can go in and summarize all the interview feedback for a candidate and distill it for recruiters	16/12/2026	Need to have an AI summary of all interview feedback and results for a candidate	Interview feedback summaries	aTEVT0000002u4X4AQ	 		Manager and recruiters have to manually compile interview results.	Use Gen AI to read interview notes and create a summary for the recruiters on the candidate profile		5- Selected		Artificial Intelligence (AI)	Open	006VT00000dWbUGYA0	Professional & Business Services	1
PG-00011521	North America	Commisionaires of Southern Alberta HCM-CP-TT-TLO-REC-BEN	Prospect - Land with Core	Talent Management	Talent Acquisition	Mass Action Capabilities;Screening and Assessments	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Shai Virani	12/18/2025	No CI Notes	ACV 0(K) to 300(K)	Open			16/12/2026	Require automation/AI assisted match analysis that exists as part of Hiredscore. Match analysis/questionnaire/ability to create more criteria can work, however, concern is that skills match will be deprecated and the core recruiting solution will not have what customers in ME/EE want when it comes to high volume recruiting/constant turnover.	AI match analysis/ranking of candidates not included in core recruiting	aTEVT0000002tq14AA	 		Manual work/high volume recruiting, candidate shortlisting not AI powered/more automated, still requires an assessment of the quals through very detailed config or human intervention.	Hiredscore is our solution for this scenario, however not necessarily feasible in ME/EE.		3- Engage		Artificial Intelligence (AI)	Open	006VT00000dlqXnYAI	Professional & Business Services	1
